numero,descricao,situacao,estado_conservacao,campus.nome,valor_inicial,valor_liquido_contabil
214036,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214037,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214038,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214039,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214040,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214041,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214042,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214043,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214044,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214045,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214046,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214047,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214048,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214049,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214050,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214051,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214052,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214053,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214054,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214055,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214056,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214057,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214058,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214059,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214060,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214061,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214062,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214063,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214064,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214065,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214066,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214067,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214068,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214069,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214070,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214071,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214072,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214073,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214074,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214075,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214076,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214077,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214078,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214079,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214080,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214081,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214082,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214083,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214084,Mesa de trabalho em L 1400x600x1400x600x740mm marca Fortline,pendente,,,1140.0,1140.0
214085,Mesa de trabalho em L 1400x600x1400x600x740mm marca Fortline,pendente,,,1140.0,1140.0
214086,Mesa de trabalho em L 1400x600x1400x600x740mm marca Fortline,pendente,,,1140.0,1140.0
214087,Mesa de trabalho em L 1400x600x1400x600x740mm marca Fortline,pendente,,,1140.0,1140.0
214088,Mesa de trabalho em L 1400x600x1400x600x740mm marca Fortline,pendente,,,1140.0,1140.0
214089,Mesa de trabalho em L 1400x600x1400x600x740mm marca Fortline,pendente,,,1140.0,1140.0
214090,Mesa de trabalho em L 1400x600x1400x600x740mm marca Fortline,pendente,,,1140.0,1140.0
214091,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214092,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214093,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214094,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214095,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214096,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214097,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214098,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214099,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214100,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214101,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214102,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214103,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214104,Armário alto com 2 portas 800x500x1600mm marca Fortline,pendente,,,1299.0,1299.0
214105,Mesa de reunião oval 2400x1100x740mm marca Fortline,pendente,,,1200.0,1200.0
214106,Mesa de reunião retangular 2700x1050x740mm marca Fortline,pendente,,,1299.0,1299.0
214107,Mesa de canto 700x700x400mm marca Fortline,pendente,,,342.0,342.0
214108,Cabine de estudo 800x600/800x1200mm marca Fortline,ativo,,CAMPUS CATOLÉ DO ROCHA,815.0,772.23
214109,Cabine de estudo 800x600/800x1200mm marca Fortline,ativo,,CAMPUS CATOLÉ DO ROCHA,815.0,772.23
214110,Cabine de estudo 800x600/800x1200mm marca Fortline,ativo,,CAMPUS CATOLÉ DO ROCHA,815.0,772.23
214111,"Poltrona giratória diretor encosto tela e braços reguláveis, tampo tecido, filete tecido, base preto",ativo,,CAMPUS CATOLÉ DO ROCHA,2005.0,1899.72
214112,"Longarina 03 lugares c/ assento e encosto polipropileno, tampo, filete e base preto",pendente,,,678.0,678.0
214113,"Longarina 03 lugares c/ assento e encosto polipropileno, tampo, filete e base preto",pendente,,,678.0,678.0
214114,"Sofá de 2 lugares com almofadas removíveis tampo tecido, filete tecido, base cromado",pendente,,,3245.0,3245.0
214115,"Sofá de 2 lugares com almofadas removíveis tampo tecido, filete tecido, base cromado",pendente,,,3245.0,3245.0
214116,"Sofá de 3 lugares com almofadas removíveis, tampo tecido, filete tecido, base cromado",pendente,,,4123.0,4123.0
214117,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214118,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214119,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214120,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214121,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214122,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214123,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214124,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214125,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214126,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214127,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214128,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214129,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214130,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214131,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214132,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214133,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214134,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214135,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214136,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214137,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214138,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1159.0,1159.0
214139,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS ITAPORANGA,1159.0,1098.17
214140,Aparelho de ar condicionado Split Hi Wall de 12.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS ITAPORANGA,1159.0,1098.17
214141,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214142,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214143,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214144,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214145,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214146,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214147,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214148,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214149,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214150,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214151,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214152,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214153,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214154,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214155,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214156,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),pendente,,,1090.71,1090.71
214157,Aparelho de ar condicionado Split Hi Wall de 9.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,REITORIA,1090.71,1033.45
214158,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214159,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214160,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214161,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214162,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214163,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214164,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214165,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214166,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214167,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214168,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214169,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214170,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
214171,Aparelho de ar condicionado Split Piso Teto Inverter de 36.000 BTUs contendo evaporadora (parte interna) e condensadora (parte externa),ativo,,CAMPUS CATOLÉ DO ROCHA,6349.99,6016.65
